DATAFLOW,LAST UPDATE,freq,na_item,finpos,stk_flow,sector,sector2,co_nco,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2019-Q2,85.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2019-Q3,87.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2019-Q4,83.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2020-Q1,82.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2020-Q2,87.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2020-Q3,91.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2020-Q4,96.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2021-Q1,97.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2021-Q2,93.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2021-Q3,95.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2021-Q4,88.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2022-Q1,84.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2022-Q2,81.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2022-Q3,78.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2022-Q4,77.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2023-Q1,79.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2023-Q2,81.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2023-Q3,81.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2023-Q4,82.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2024-Q1,84.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2024-Q2,83.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2024-Q3,85.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2024-Q4,82.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2025-Q1,82.4,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Hungary,2025-Q2,83.3,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2018-Q1,77.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2018-Q2,78.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2018-Q3,79.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2018-Q4,74.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2019-Q1,77.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2019-Q2,75.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2019-Q3,74.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2019-Q4,68.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2020-Q1,70.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2020-Q2,74.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2020-Q3,73.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2020-Q4,71.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2021-Q1,71.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2021-Q2,68.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2021-Q3,66.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2021-Q4,62.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2022-Q1,58.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2022-Q2,53.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2022-Q3,50.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2022-Q4,45.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2023-Q1,44.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2023-Q2,43.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2023-Q3,42.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2023-Q4,44.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2024-Q1,43.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2024-Q2,42.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2024-Q3,40.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2024-Q4,38.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2025-Q1,34.3,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Ireland,2025-Q2,33.3,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2018-Q1,154.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2018-Q2,148.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2018-Q3,145.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2018-Q4,147.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2019-Q1,149.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2019-Q2,153.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2019-Q3,159.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2019-Q4,154.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2020-Q1,156.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2020-Q2,169.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2020-Q3,178.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2020-Q4,183.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2021-Q1,185.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2021-Q2,178.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2021-Q3,177.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2021-Q4,170.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2022-Q1,165.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2022-Q2,154.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2022-Q3,146.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2022-Q4,145.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2023-Q1,145.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2023-Q2,145.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2023-Q3,141.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2023-Q4,147.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2024-Q1,146.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2024-Q2,145.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2024-Q3,149.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2024-Q4,148.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2025-Q1,149.3,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Italy,2025-Q2,151.1,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2018-Q1,43.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2018-Q2,42.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2018-Q3,42.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2018-Q4,40.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2019-Q1,41.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2019-Q2,44.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2019-Q3,45.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2019-Q4,44.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2020-Q1,41.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2020-Q2,50.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2020-Q3,53.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2020-Q4,54.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2021-Q1,53.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2021-Q2,51.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2021-Q3,53.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2021-Q4,50.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2022-Q1,44.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2022-Q2,41.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2022-Q3,38.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2022-Q4,38.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2023-Q1,38.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2023-Q2,38.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2023-Q3,37.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2023-Q4,38.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2024-Q1,40.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2024-Q2,39.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2024-Q3,40.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2024-Q4,40.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2025-Q1,42.9,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Lithuania,2025-Q2,41.6,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Luxembourg,2018-Q1,28.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Luxembourg,2018-Q2,28.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Consolidated,Percentage of gross domestic product (GDP),Luxembourg,2018-Q3,28.4,,
