STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,HU,Hungary,2021,,134.710,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,HU,Hungary,2022,,140.304,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,HU,Hungary,2023,,139.157,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,HU,Hungary,2024,,139.937,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2015,,140.978,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2016,,142.702,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2017,,157.128,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2018,,169.209,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2019,,177.623,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2020,,190.330,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2021,,221.274,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2022,,237.894,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2023,,231.860,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IE,Ireland,2024,,237.887,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2015,,112.369,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2016,,119.356,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2017,,123.516,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2018,,129.273,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2019,,130.744,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2020,,122.055,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2021,,128.378,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2022,,139.702,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2023,,146.947,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IS,Iceland,2024,,145.521,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2015,,96.622,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2016,,97.816,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2017,,99.385,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2018,,100.207,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2019,,100.637,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2020,,91.712,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2021,,99.903,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2022,,104.719,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2023,,105.741,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,IT,Italy,2024,,106.474,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2015,,123.226,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2016,,126.519,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2017,,132.354,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2018,,138.864,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2019,,145.359,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2020,,145.421,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2021,,154.720,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2022,,158.535,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2023,,159.707,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2024,,164.547,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2015,,111.217,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2016,,116.754,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2017,,118.292,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2018,,120.198,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2019,,123.502,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2020,,122.872,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2021,,131.387,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2022,,129.945,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2023,,130.075,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2024,,130.541,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2015,,119.606,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2016,,122.658,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2017,,126.827,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2018,,132.293,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2019,,133.186,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2020,,128.566,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2021,,137.491,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2022,,140.116,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2023,,138.796,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2024,,138.732,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2015,,109.416,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2016,,113.179,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2017,,116.820,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2018,,122.349,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2019,,127.725,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2020,,108.575,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2021,,122.740,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2022,,132.240,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2023,,140.807,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2024,,145.262,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2015,,112.848,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2016,,116.063,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2017,,117.318,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2018,,120.697,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2019,,125.417,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2020,,119.537,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2021,,124.929,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2022,,128.375,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2023,,131.655,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2024,,135.597,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2015,,131.850,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2016,,137.226,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2017,,155.027,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2018,,166.172,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2019,,172.960,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2020,,166.980,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2021,,189.375,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2022,,194.078,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2023,,214.692,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2024,,229.290,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2015,,104.543,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2016,,107.078,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2017,,110.056,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2018,,112.542,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2019,,115.131,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2020,,110.677,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2021,,117.624,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2022,,123.514,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2023,,122.775,,,,,
